SKU,base-SKU,Style,Category,Size
SET305-KR-DPT-S,SET305,SET305,Set,S
JNE3501-KR-S,JNE3501,JNE3501,kurta,S
J0251-SKD-S,J0251,J0251,Set,S
J0247-SKD-M,J0247,J0247,Set,M
JNE3531-KR-XS,JNE3531,JNE3531,kurta,XS
JNE3818-KR-XS,JNE3818,JNE3818,kurta,XS
JNE3783-KR-XXL,JNE3783,JNE3783,kurta,XXL
JNE3438-KR-XXL,JNE3438,JNE3438,kurta,XXL
JNE3674-TU-M,JNE3674,JNE3674,Top,M
JNE3673-TU-XXXL,JNE3673,JNE3673,Top,3XL
BTM031-NP-XXL,BTM031,BTM031,Bottom,XXL
SET132-KR-NP-XL,SET132,SET132,Set,XL
J0297-TP-XL,J0297,J0297,Top,XL
BTM029-NP-XXXL,BTM029,BTM029,Bottom,3XL
J0248-KR-DPT-XXL,J0248,J0248,Set,XXL
JNE3776-KR-XXXL,JNE3776,JNE3776,kurta,3XL
NW037-TP-SR-XL,NW037,NW037,Set,XL
J0291-JS-XL,J0291,J0291,Set,XL
SET193-KR-NP-A-S,SET193,SET193,Set,S
JNE3838-KR-XS,JNE3838,JNE3838,kurta,XS
SET221-KR-NP-S,SET221,SET221,Set,S
SET196-KR-NP-S,SET196,SET196,Set,S
JNE3576-KR-XL,JNE3576,JNE3576,kurta,XL
SET193-KR-NP-A-XXL,SET193,SET193,Set,XXL
J0079-SKD-L,J0079,J0079,Set,L
J0083-KR-XXL,J0083,J0083,kurta,XXL
SET205-KR-DPT-A-XS,SET205,SET205,Set,XS
J0377-SKD-S,J0377,J0377,Set,S
JNE3565-KR-XXL,JNE3565,JNE3565,kurta,XXL
J0002-SKD-XS,J0002,J0002,Set,XS
BL090-M,BL090,BL090,Blouse,M
JNE3658-TP-XXL,JNE3658,JNE3658,Top,XXL
BL021-71BLACK-B,BL021,BL021,Blouse,Free
SET172-KR-PP-B-S,SET172,SET172,Set,S
MEN5016-KR-M,MEN5016,MEN5016,kurta,M
JNE3717-KR-XXL,JNE3717,JNE3717,kurta,XXL
JNE3265-KR-S,JNE3265,JNE3265,kurta,S
JNE3334-KR-S,JNE3334,JNE3334,kurta,S
NW003-TP-PJ-S,NW003,NW003,Set,S
SET353-KR-NP-S,SET353,SET353,Set,S
J0283-SET-S,J0283,J0283,Set,S
NW003-TP-PJ-XS,NW003,NW003,Set,XS
JNE3601-KR-XL,JNE3601,JNE3601,kurta,XL
JNE3800-KR-A-M,JNE3800,JNE3800,Western Dress,M
JNE3425-KR-XXL,JNE3425,JNE3425,kurta,XXL
JNE3756-KR-XXXL,JNE3756,JNE3756,kurta,3XL
JNE3323-KR-A-L,JNE3323,JNE3323,kurta,L
J0179-KR-XS,J0179,J0179,kurta,XS
JNE3376-KR-XS,JNE3376,JNE3376,kurta,XS
JNE3726-KR-XS,JNE3726,JNE3726,kurta,XS
MEN5029-KR-S,MEN5029,MEN5029,kurta,S
JNE3369-KR-XS,JNE3369,JNE3369,kurta,XS
JNE3434-KR-S,JNE3434,JNE3434,kurta,S
J0297-TP-XXL,J0297,J0297,Top,XXL
SAR166,SAR166,SAR166,Saree,Free
J0132-KR-L,J0132,J0132,kurta,L
CH205-YELLOW-S,CH205,CH205,Bottom,S
JNE3740-KR-XS,JNE3740,JNE3740,kurta,XS
JNE3487-KR-S,JNE3487,JNE3487,kurta,S
JNE3786-KR-XS,JNE3786,JNE3786,kurta,XS
SET244-KR-NP-XXL,SET244,SET244,Set,XXL
SET303-KR-NP-L,SET303,SET303,Set,L
JNE3879-DR-XS,JNE3879,JNE3879,Western Dress,XS
SET388-KR-NP-XXL,SET388,SET388,Set,XXL
JNE3760-KR-XXL,JNE3760,JNE3760,kurta,XXL
SET326-KR-PP-L,SET326,SET326,Set,L
MEN5031-KR-XL,MEN5031,MEN5031,kurta,XL
MEN5021-KR-XXXL,MEN5021,MEN5021,kurta,3XL
J0236-SKD-M,J0236,J0236,Set,M
JNE3743-TP-XL,JNE3743,JNE3743,Top,XL
JNE3670-TU-L,JNE3670,JNE3670,Top,L
JNE3606-KR-M,JNE3606,JNE3606,kurta,M
SET131-KR-NP-A-M,SET131,SET131,Set,M
JNE3383-KR-A-S,JNE3383,JNE3383,kurta,S
JNE3691-TU-XXXL,JNE3691,JNE3691,Top,3XL
JNE3473-KR-L,JNE3473,JNE3473,kurta,L
JNE3457-KR-M,JNE3457,JNE3457,kurta,M
JNE3837-KR-XXL,JNE3837,JNE3837,kurta,XXL
JNE3687-TU-XXL,JNE3687,JNE3687,Top,XXL
JNE3802-KR-XXL,JNE3802,JNE3802,kurta,XXL
BTM044-PP-XS,BTM044,BTM044,Bottom,XS
BTM040-PP-XS,BTM040,BTM040,Bottom,XS
BTM043-PP-XS,BTM043,BTM043,Bottom,XS
SET289-KR-NP-L,SET289,SET289,Set,L
JNE3422-KR-M,JNE3422,JNE3422,kurta,M
J0089-TP-XS,J0089,J0089,Top,XS
J0087-TP-XS,J0087,J0087,Top,XS
JNE3707-DR-L,JNE3707,JNE3707,Western Dress,L
JNE3649-TP-N-XS,JNE3649,JNE3649,Top,XS
SET281-KR-PP-S,SET281,SET281,Set,S
J0230-SKD-XXXL,J0230,J0230,Set,3XL
MEN5006-KR-M,MEN5006,MEN5006,kurta,M
J0110-SKD-XL,J0110,J0110,Set,XL
J0332-DR-L,J0332,J0332,Western Dress,L
SET318-KR-SHA-XL,SET318,SET318,Set,XL
JNE3565-KR-L,JNE3565,JNE3565,kurta,L
JNE3225-KR-XL,JNE3225,JNE3225,kurta,XL
JNE3441-KR-L,JNE3441,JNE3441,kurta,L
JNE3467-KR-XXXL,JNE3467,JNE3467,kurta,3XL
JNE3458-KR-XXXL,JNE3458,JNE3458,kurta,3XL
JNE3400-KR-XXXL,JNE3400,JNE3400,kurta,3XL
JNE3402-KR-L,JNE3402,JNE3402,kurta,L
SET308-KR-PP-S,SET308,SET308,Set,S
BL090-XXL,BL090,BL090,Blouse,XXL
J0249-SKD-XXXL,J0249,J0249,Set,3XL
J0400-DR-XXL,J0400,J0400,Western Dress,XXL
JNE1525-KR-UDF19BLACK-XS,JNE1525,JNE1525,kurta,XS
JNE3431-KR-M,JNE3431,JNE3431,kurta,M
JNE3467-KR-M,JNE3467,JNE3467,kurta,M
SET053-KR-NP-XXXL,SET053,SET053,Set,3XL
JNE3753-KR-L,JNE3753,JNE3753,kurta,L
NW006-ST-SR-L,NW006,NW006,Set,L
SET357-KR-NP-XS,SET357,SET357,Set,XS
NW038-TP-SR-L,NW038,NW038,Set,L
JNE3613-KR-S,JNE3613,JNE3613,kurta,S
JNE3491-KR-XS,JNE3491,JNE3491,kurta,XS
J0284-SKD-M,J0284,J0284,Set,M
SET218-KR-NP-S,SET218,SET218,Set,S
JNE3571-KR-XXL,JNE3571,JNE3571,kurta,XXL
JNE3838-KR-S,JNE3838,JNE3838,kurta,S
J0083-KR-S,J0083,J0083,kurta,S
J0247-SKD-XXL,J0247,J0247,Set,XXL
SET158-KR-PP-XXL,SET158,SET158,Set,XXL
SET281-KR-PP-M,SET281,SET281,Set,M
SET289-KR-NP-M,SET289,SET289,Set,M
JNE3270-KR-XXXL,JNE3270,JNE3270,kurta,3XL
JNE3655-TP-XS,JNE3655,JNE3655,Top,XS
JNE3396-KR-M,JNE3396,JNE3396,kurta,M
J0249-SKD-S,J0249,J0249,Set,S
J0306-DR-XS,J0306,J0306,Western Dress,XS
JNE3894-TP-XXXL,JNE3894,JNE3894,Top,3XL
BL003-50BLACK-B,BL003,BL003,Blouse,Free
JNE3528-KR-XS,JNE3528,JNE3528,kurta,XS
SET318-KR-SHA-S,SET318,SET318,Set,S
JNE3738-KR-L,JNE3738,JNE3738,kurta,L
SET341-KR-NP-S,SET341,SET341,Set,S
J0140-SET-XL,J0140,J0140,Set,XL
J0305-DR-S,J0305,J0305,Western Dress,S
BL074-85RED,BL074,BL074,Blouse,Free
J0184-KR-S,J0184,J0184,kurta,S
JNE3733-KR-M,JNE3733,JNE3733,kurta,M
BL029-78BLACK-B,BL029,BL029,Blouse,Free
J0397-DR-L,J0397,J0397,Western Dress,L
J0243-DR-XXL,J0243,J0243,Ethnic Dress,XXL
J0188-KR-XS,J0188,J0188,kurta,XS
SAR062,SAR062,SAR062,Saree,Free
J0413-DR-M,J0413,J0413,Western Dress,M
BTM042-PP-XXXL,BTM042,BTM042,Bottom,3XL
J0135-SET-XL,J0135,J0135,Set,XL
J0153-DR-XL,J0153,J0153,Western Dress,XL
J0232-SKD-L,J0232,J0232,Set,L
SET273-KR-NP-L,SET273,SET273,Set,L
SET340-KR-NP-XXXL,SET340,SET340,Set,3XL
SET144-KR-NP-L,SET144,SET144,Set,L
CH208-MUSTARD-L,CH208,CH208,Bottom,L
JNE3042-KR-XXL,JNE3042,JNE3042,kurta,XXL
JNE3694-KR-S,JNE3694,JNE3694,kurta,S
SET226-KR-PP-XXL,SET226,SET226,Set,XXL
J0036-TP-XS,J0036,J0036,Top,XS
J0397-DR-XXXL,J0397,J0397,Western Dress,3XL
SET172-KR-PP-B-XL,SET172,SET172,Set,XL
SET333-KR-DPT-XXXL,SET333,SET333,Set,3XL
SET094-KR-NP-L,SET094,SET094,Set,L
J0175-KR-XXXL,J0175,J0175,kurta,3XL
SET276-KR-PP-XL,SET276,SET276,Set,XL
J0251-SKD-XL,J0251,J0251,Set,XL
MEN5013-KR-XXL,MEN5013,MEN5013,kurta,XXL
SET316-KR-DPT-XXL,SET316,SET316,Set,XXL
J0400-DR-L,J0400,J0400,Western Dress,L
SET350-KR-NP-XS,SET350,SET350,Set,XS
SET369-KR-NP-S,SET369,SET369,Set,S
J0083-KR-XXXL,J0083,J0083,kurta,3XL
JNE3566-KR-L,JNE3566,JNE3566,kurta,L
NW039-TP-SR-XXXL,NW039,NW039,Set,3XL
NW035-ST-CP-XXL,NW035,NW035,Set,XXL
JNE3398-KR-S,JNE3398,JNE3398,kurta,S
SET144-KR-NP-XL,SET144,SET144,Set,XL
JNE3751-KR-L,JNE3751,JNE3751,kurta,L
NW027-TP-PJ-M,NW027,NW027,Set,M
JNE3501-KR-XL,JNE3501,JNE3501,kurta,XL
SET238-KR-PP-M,SET238,SET238,Set,M
JNE3535-KR-XXXL,JNE3535,JNE3535,kurta,3XL
JNE3452-KR-M,JNE3452,JNE3452,kurta,M
JNE3555-KR-XL,JNE3555,JNE3555,kurta,XL
JNE1525-KR-UDF19-A-XXXL,JNE1525,JNE1525,kurta,3XL
SET073-KR-SHA-XS,SET073,SET073,Set,XS
J0020-SET-XXXL,J0020,J0020,Set,3XL
JNE3864-TU-XXXL,JNE3864,JNE3864,Top,3XL
JNE3602-KR-XL,JNE3602,JNE3602,kurta,XL
JNE3819-KR-XXL,JNE3819,JNE3819,kurta,XXL
J0120-TP-XXXL,J0120,J0120,Top,3XL
J0111-TP-XXL,J0111,J0111,Top,XXL
JNE3727-KR-XL,JNE3727,JNE3727,kurta,XL
J0352-KR-M,J0352,J0352,kurta,M
JNE3506-KR-XL,JNE3506,JNE3506,kurta,XL
J0220-BL-S,J0220,J0220,Blouse,S
MEN5028-KR-M,MEN5028,MEN5028,kurta,M
JNE3436-KR-S,JNE3436,JNE3436,kurta,S
BL029-78BLACK,BL029,BL029,Blouse,Free
MEN5026-KR-XXL,MEN5026,MEN5026,kurta,XXL
JNE3614-KR-S,JNE3614,JNE3614,kurta,S
J0340-TP-XXXL,J0340,J0340,Top,3XL
JNE3833-KR-XXL,JNE3833,JNE3833,kurta,XXL
SET409-KR-NP-M,SET409,SET409,Set,M
MEN5005-KR-L,MEN5005,MEN5005,kurta,L
MEN5007-KR-S,MEN5007,MEN5007,kurta,S
NW022-TP-PJ-L,NW022,NW022,Set,L
J0126-SKD-XS,J0126,J0126,Set,XS
JNE3619-KR-M,JNE3619,JNE3619,kurta,M
JNE3256-KR-XS,JNE3256,JNE3256,kurta,XS
JNE3623-KR-XS,JNE3623,JNE3623,kurta,XS
JNE3366-KR-1053-XS,JNE3366,JNE3366,kurta,XS
SET244-KR-NP-L,SET244,SET244,Set,L
JNE3766-KR-XL,JNE3766,JNE3766,kurta,XL
SET171-KR-NP-XXL,SET171,SET171,Set,XXL
J0291-JS-M,J0291,J0291,Set,M
SET364-KR-NP-XL,SET364,SET364,Set,XL
JNE3422-KR-L,JNE3422,JNE3422,kurta,L
SET144-KR-NP-S,SET144,SET144,Set,S
SET306-KR-PP-L,SET306,SET306,Set,L
JNE3562-KR-S,JNE3562,JNE3562,kurta,S
J0094-KR-XS,J0094,J0094,kurta,XS
JNE3323-KR-A-XL,JNE3323,JNE3323,kurta,XL
J0140-SET-S,J0140,J0140,Set,S
SET116-KR-NP-S,SET116,SET116,Set,S
JNE3445-KR-S,JNE3445,JNE3445,kurta,S
J0172-TP-M,J0172,J0172,Top,M
J0102-SKD-XXL,J0102,J0102,Set,XXL
JNE3700-KR-S,JNE3700,JNE3700,kurta,S
SET044-KR-NP-S,SET044,SET044,Set,S
JNE2251-KR-537-XL,JNE2251,JNE2251,kurta,XL
SET392-KR-NP-XL,SET392,SET392,Set,XL
JNE1408-GREY-KR-UDF19-XL,JNE1408,JNE1408,kurta,XL
J0149-KR-S,J0149,J0149,kurta,S
J0300-TP-XXL,J0300,J0300,Top,XXL
JNE3778-KR-M,JNE3778,JNE3778,kurta,M
JNE3573-KR-XXL,JNE3573,JNE3573,kurta,XXL
J0244-SKD-XS,J0244,J0244,Set,XS
SET408-KR-NP-XL,SET408,SET408,Set,XL
J0118-TP-XS,J0118,J0118,Top,XS
JNE3863-TU-XS,JNE3863,JNE3863,Top,XS
J0159-DR-XXXL,J0159,J0159,Western Dress,3XL
SET239-KR-NP-S,SET239,SET239,Set,S
SET346-KR-PP-XS,SET346,SET346,Set,XS
SET263-KR-NP-XS,SET263,SET263,Set,XS
SET402-KR-NP-XS,SET402,SET402,Set,XS
J0380-SKD-S,J0380,J0380,Set,S
JNE3813-KR-XXXL,JNE3813,JNE3813,kurta,3XL
SET285-KR-SHA-XL,SET285,SET285,Set,XL
SET055-KR-NP-XXL,SET055,SET055,Set,XXL
JNE3774-KR-M,JNE3774,JNE3774,kurta,M
BTM002-L,BTM002,BTM002,Bottom,L
JNE3556-KR-S,JNE3556,JNE3556,kurta,S
J0224-SKD-XXL,J0224,J0224,Set,XXL
J0204-TP-XS,J0204,J0204,Top,XS
JNE3726-KR-XXL,JNE3726,JNE3726,kurta,XXL
JNE3427-KR-XL,JNE3427,JNE3427,kurta,XL
BTM030-NP-XXXL,BTM030,BTM030,Bottom,3XL
CH209-BIEGE-XL,CH209,CH209,Bottom,XL
JNE3834-KR-S,JNE3834,JNE3834,kurta,S
J0209-DR-XL,J0209,J0209,Ethnic Dress,XL
SET034-KR-NP-XL,SET034,SET034,Set,XL
JNE3860-DR-XXL,JNE3860,JNE3860,Western Dress,XXL
JNE3407-KR-XS,JNE3407,JNE3407,kurta,XS
SET323-KR-NP-XS,SET323,SET323,Set,XS
BL060-75RED,BL060,BL060,Blouse,Free
JNE3782-KR-M,JNE3782,JNE3782,kurta,M
JNE3608-KR-XL,JNE3608,JNE3608,kurta,XL
J0077-SKD-XXL,J0077,J0077,Set,XXL
JNE1977-KR-237-XXXL,JNE1977,JNE1977,kurta,3XL
J0103-SKD-XXXL,J0103,J0103,Set,3XL
J0400-DR-S,J0400,J0400,Western Dress,S
J0112-TP-XXXL,J0112,J0112,Top,3XL
JNE3550-KR-S,JNE3550,JNE3550,kurta,S
JNE3725-KR-S,JNE3725,JNE3725,kurta,S
SET338-KR-NP-L,SET338,SET338,Set,L
J0307-TP-XL,J0307,J0307,Top,XL
MEN5028-KR-S,MEN5028,MEN5028,kurta,S
NW035-ST-CP-S,NW035,NW035,Set,S
SET274-KR-PP-M,SET274,SET274,Set,M
SET205-KR-DPT-A-M,SET205,SET205,Set,M
SET144-KR-NP-M,SET144,SET144,Set,M
SET228-KR-PP-A-L,SET228,SET228,Set,L
JNE3447-KR-L,JNE3447,JNE3447,kurta,L
J0163-SKD-XS,J0163,J0163,Set,XS
BTM045-PP-XXXL,BTM045,BTM045,Bottom,3XL
JNE3789-KR-M,JNE3789,JNE3789,kurta,M
J0290-CD-XXL,J0290,J0290,Top,XXL
NW033-ST-CP-XXL,NW033,NW033,Set,XXL
JNE3787-KR-XL,JNE3787,JNE3787,kurta,XL
JNE3637-KR-XXL,JNE3637,JNE3637,kurta,XXL
JNE3574-KR-XS,JNE3574,JNE3574,kurta,XS
JNE3622-KR-S,JNE3622,JNE3622,kurta,S
NW028-TP-PJ-XL,NW028,NW028,Set,XL
JNE3466-KR-L,JNE3466,JNE3466,kurta,L
SET250-KR-SHA-S,SET250,SET250,Set,S
JNE3630-KR-L,JNE3630,JNE3630,kurta,L
JNE3704-KR-XXL,JNE3704,JNE3704,kurta,XXL
JNE3311-KR-L,JNE3311,JNE3311,kurta,L
JNE3339-KR-XS,JNE3339,JNE3339,kurta,XS
JNE3451-KR-M,JNE3451,JNE3451,kurta,M
JNE3555-KR-M,JNE3555,JNE3555,kurta,M
SET062-KR-SP-XL,SET062,SET062,Set,XL
NW002-TP-PJ-XS,NW002,NW002,Set,XS
SET332-KR-PP-XXL,SET332,SET332,Set,XXL
JNE3394-KR-L,JNE3394,JNE3394,kurta,L
SET340-KR-NP-XL,SET340,SET340,Set,XL
JNE3407-KR-M,JNE3407,JNE3407,kurta,M
JNE3654-TP-XXL,JNE3654,JNE3654,Top,XXL
JNE3524-KR-S,JNE3524,JNE3524,kurta,S
SET158-KR-PP-S,SET158,SET158,Set,S
J0070-KR-XS,J0070,J0070,kurta,XS
NW004-TP-PJ-L,NW004,NW004,Set,L
SET220-KR-PP-XS,SET220,SET220,Set,XS
JNE3730-KR-S,JNE3730,JNE3730,kurta,S
SET227-KR-PP-A-S,SET227,SET227,Set,S
SET116-KR-NP-M,SET116,SET116,Set,M
JNE3803-KR-XL,JNE3803,JNE3803,kurta,XL
JNE0850-N,JNE0850,JNE0850,Saree,Free
JNE09209-MULTI-SR-JP8101RMV,JNE09209,JNE09209,Saree,Free
SAR163,SAR163,SAR163,Saree,Free
SAR165,SAR165,SAR165,Saree,Free
SAR181,SAR181,SAR181,Saree,Free
SAR136,SAR136,SAR136,Saree,Free
SAR112,SAR112,SAR112,Saree,Free
JNE09186-BLUE-SR-JP7104RMV,JNE09186,JNE09186,Saree,Free
SAR091,SAR091,SAR091,Saree,Free
SAR098,SAR098,SAR098,Saree,Free
SAR100,SAR100,SAR100,Saree,Free
JNE3713-TP-N-S,JNE3713,JNE3713,Top,S
SET014-KR-PP-A-L,SET014,SET014,Set,L
NW022-TP-PJ-M,NW022,NW022,Set,M
SET225-KR-NP-XXXL,SET225,SET225,Set,3XL
SET135-KR-PP-XS,SET135,SET135,Set,XS
JNE3662-TP-XXL,JNE3662,JNE3662,Top,XXL
BL087-M,BL087,BL087,Blouse,M
SET135-KR-PP-XXXL,SET135,SET135,Set,3XL
J0049-TP-S,J0049,J0049,Top,S
SET340-KR-NP-L,SET340,SET340,Set,L
JNE3487-KR-XS,JNE3487,JNE3487,kurta,XS
JNE3348-KR-S,JNE3348,JNE3348,kurta,S
SET131-KR-NP-XXXL,SET131,SET131,Set,3XL
JNE3608-KR-XXL,JNE3608,JNE3608,kurta,XXL
SET395-KR-NP-L,SET395,SET395,Set,L
JNE3741-KR-XL,JNE3741,JNE3741,kurta,XL
SET306-KR-PP-M,SET306,SET306,Set,M
J0305-DR-M,J0305,J0305,Western Dress,M
BTM005-L,BTM005,BTM005,Bottom,L
JNE3803-KR-L,JNE3803,JNE3803,kurta,L
JNE3665-TP-XL,JNE3665,JNE3665,Top,XL
JNE3707-DR-XS,JNE3707,JNE3707,Western Dress,XS
JNE3728-KR-XXL,JNE3728,JNE3728,kurta,XXL
SET361-KR-NP-M,SET361,SET361,Set,M
J0181-TP-XXL,J0181,J0181,Top,XXL
JNE3769-KR-M,JNE3769,JNE3769,kurta,M
J0380-SKD-L,J0380,J0380,Set,L
JNE3477-KR-S,JNE3477,JNE3477,kurta,S
J0231-SKD-L,J0231,J0231,Set,L
J0207-DR-XXXL,J0207,J0207,Western Dress,3XL
BTM042-PP-XS,BTM042,BTM042,Bottom,XS
BTM047-PP-XS,BTM047,BTM047,Bottom,XS
JNE3534-KR-S,JNE3534,JNE3534,kurta,S
J0299-KR-L,J0299,J0299,kurta,L
JNE3542-KR-XS,JNE3542,JNE3542,kurta,XS
JNE3524-KR-XXL,JNE3524,JNE3524,kurta,XXL
JNE2266-KR-490-A-M,JNE2266,JNE2266,kurta,M
JNE3491-KR-XXL,JNE3491,JNE3491,kurta,XXL
JNE3787-KR-L,JNE3787,JNE3787,kurta,L
SET266-KR-NP-XL,SET266,SET266,Set,XL
JNE3408-KR-S,JNE3408,JNE3408,kurta,S
J0131-KR-S,J0131,J0131,kurta,S
SET325-KR-NP-XL,SET325,SET325,Set,XL
J0132-KR-XXXL,J0132,J0132,kurta,3XL
J0043-SET-XL,J0043,J0043,Set,XL
JNE1951-KR-155-XXXL,JNE1951,JNE1951,kurta,3XL
JNE3543-KR-L,JNE3543,JNE3543,kurta,L
JNE3756-KR-S,JNE3756,JNE3756,kurta,S
SET038-KR-PP-XL,SET038,SET038,Set,XL
JNE3394-KR-A-M,JNE3394,JNE3394,kurta,M
SET270-KR-PP-XL,SET270,SET270,Set,XL
SET404-KR-NP-M,SET404,SET404,Set,M
JNE2132-KR-398-XXL,JNE2132,JNE2132,kurta,XXL
JNE3576-KR-M,JNE3576,JNE3576,kurta,M
JNE1408-KR-UDF19-A-S,JNE1408,JNE1408,kurta,S
JNE1408-KR-UDF19-A-M,JNE1408,JNE1408,kurta,M
JNE3701-KR-XS,JNE3701,JNE3701,kurta,XS
SET130-KR-NP-L,SET130,SET130,Set,L
JNE3364-KR-1051-XXL,JNE3364,JNE3364,kurta,XXL
NW001-TP-PJ-M,NW001,NW001,Set,M
SET267-KR-NP-XS,SET267,SET267,Set,XS
JNE1906-KR-031-S,JNE1906,JNE1906,kurta,S
J0213-TP-XXXL,J0213,J0213,Top,3XL
J0395-DR-XL,J0395,J0395,Western Dress,XL
JNE3491-KR-L,JNE3491,JNE3491,kurta,L
JNE3668-TP-N-L,JNE3668,JNE3668,Top,L
JNE3454-KR-M,JNE3454,JNE3454,kurta,M
AN208-MUSTARD-S,AN208,AN208,Bottom,S
JNE3796-KR-XXL,JNE3796,JNE3796,kurta,XXL
J0243-DR-XS,J0243,J0243,Ethnic Dress,XS
NW037-TP-SR-M,NW037,NW037,Set,M
SET401-KR-NP-S,SET401,SET401,Set,S
SET038-KR-PP-XXXL,SET038,SET038,Set,3XL
JNE3623-KR-M,JNE3623,JNE3623,kurta,M
JNE3491-KR-M,JNE3491,JNE3491,kurta,M
BL007-61PINK-B,BL007,BL007,Blouse,Free
JNE3412-KR-S,JNE3412,JNE3412,kurta,S
J0190-TP-S,J0190,J0190,Top,S
SET100-KR-PP-XXL,SET100,SET100,Set,XXL
JNE3813-KR-XL,JNE3813,JNE3813,kurta,XL
JNE3434-KR-M,JNE3434,JNE3434,kurta,M
SET390-KR-NP-M,SET390,SET390,Set,M
J0185-DR-XXL,J0185,J0185,Ethnic Dress,XXL
JNE3603-KR-M,JNE3603,JNE3603,kurta,M
J0007-SKD-XS,J0007,J0007,Set,XS
JNE2049-KR-351-XXL,JNE2049,JNE2049,kurta,XXL
J0159-DR-XXL,J0159,J0159,Western Dress,XXL
J0048-TP-XXL,J0048,J0048,Top,XXL
JNE3647-TP-N-XS,JNE3647,JNE3647,Top,XS
JNE3770-KR-L,JNE3770,JNE3770,kurta,L
JNE2199-KR-411-A-S,JNE2199,JNE2199,kurta,S
JNE3160-KR-XS,JNE3160,JNE3160,kurta,XS
SET154-KR-NP-XS,SET154,SET154,Set,XS
SET187-KR-DH-S,SET187,SET187,Set,S
SET330-KR-PP-XS,SET330,SET330,Set,XS
JNE2251-KR-537-XXL,JNE2251,JNE2251,kurta,XXL
JNE3458-KR-XXL,JNE3458,JNE3458,kurta,XXL
J0077-SKD-L,J0077,J0077,Set,L
SET266-KR-NP-XXL,SET266,SET266,Set,XXL
SET204-KR-DPT-XL,SET204,SET204,Set,XL
JNE3611-KR-M,JNE3611,JNE3611,kurta,M
JNE3643-TP-N-L,JNE3643,JNE3643,Top,L
MEN5030-KR-XXXL,MEN5030,MEN5030,kurta,3XL
J0292-TP-XL,J0292,J0292,Top,XL
JNE3636-KR-XXL,JNE3636,JNE3636,kurta,XXL
J0117-TP-XL,J0117,J0117,Top,XL
JNE3778-KR-S,JNE3778,JNE3778,kurta,S
JNE3904-DR-XXL,JNE3904,JNE3904,Western Dress,XXL
SET303-KR-NP-S,SET303,SET303,Set,S
SET185-KR-NP-M,SET185,SET185,Set,M
SET249-KR-NP-XXXL,SET249,SET249,Set,3XL
JNE3481-KR-S,JNE3481,JNE3481,kurta,S
J0379-SKD-XXL,J0379,J0379,Set,XXL
J0381-SKD-S,J0381,J0381,Set,S
J0243-DR-XXXL,J0243,J0243,Ethnic Dress,3XL
J0219-BL-XXL,J0219,J0219,Blouse,XXL
J0170-TP-A-XL,J0170,J0170,Top,XL
SET388-KR-NP-XS,SET388,SET388,Set,XS
BL055-164GOLD-A,BL055,BL055,Blouse,Free
BL041-65RED-A,BL041,BL041,Blouse,Free
NW003-TP-PJ-M,NW003,NW003,Set,M
SET252-KR-PP-L,SET252,SET252,Set,L
SET318-KR-SHA-M,SET318,SET318,Set,M
JNE3518-KR-S,JNE3518,JNE3518,kurta,S
NW008-ST-CP-L,NW008,NW008,Set,L
JNE3610-KR-S,JNE3610,JNE3610,kurta,S
SET158-KR-PP-XS,SET158,SET158,Set,XS
J0165-TP-M,J0165,J0165,Top,M
SET130-KR-NP-XXL,SET130,SET130,Set,XXL
J0171-DR-M,J0171,J0171,Western Dress,M
JNE3693-KR-M,JNE3693,JNE3693,kurta,M
SET048-KR-NP-XS,SET048,SET048,Set,XS
JNE3366-KR-1053-A-XXL,JNE3366,JNE3366,kurta,XXL
JNE3446-KR-XS,JNE3446,JNE3446,kurta,XS
JNE3160-KR-L,JNE3160,JNE3160,kurta,L
SET257-KR-PP-XXXL,SET257,SET257,Set,3XL
JNE3225-KR-L,JNE3225,JNE3225,kurta,L
JNE3665-TP-XS,JNE3665,JNE3665,Top,XS
SET252-KR-PP-XS,SET252,SET252,Set,XS
SET248-KR-NP-XXXL,SET248,SET248,Set,3XL
J0329-KR-M,J0329,J0329,kurta,M
SET253-KR-NP-M,SET253,SET253,Set,M
SET053-KR-NP-M,SET053,SET053,Set,M
SET401-KR-NP-XL,SET401,SET401,Set,XL
SET433-KR-NP-XS,SET433,SET433,Set,XS
SET128-KR-DH-XXXL,SET128,SET128,Set,3XL
JNE3621-KR-L,JNE3621,JNE3621,kurta,L
JNE3605-KR-L,JNE3605,JNE3605,kurta,L
SET187-KR-DH-XXXL,SET187,SET187,Set,3XL
JNE3744-TU-XS,JNE3744,JNE3744,Top,XS
JNE1525-KR-UDF19BLACK-XL,JNE1525,JNE1525,kurta,XL
SET313-KR-NP-XXL,SET313,SET313,Set,XXL
J0379-SKD-L,J0379,J0379,Set,L
SET194-KR-NP-L,SET194,SET194,Set,L
JNE3672-TU-XXXL,JNE3672,JNE3672,Top,3XL
JNE3404-KR-XS,JNE3404,JNE3404,kurta,XS
JNE3621-KR-S,JNE3621,JNE3621,kurta,S
JNE3364-KR-1051-A-S,JNE3364,JNE3364,kurta,S
SET154-KR-NP-M,SET154,SET154,Set,M
JNE3758-KR-XL,JNE3758,JNE3758,kurta,XL
JNE3476-KR-XXL,JNE3476,JNE3476,kurta,XXL
SET193-KR-NP-A-XS,SET193,SET193,Set,XS
